"15 år";0.0
"16 år";0.2
"17 år";0.5
"18 år";2.1
"19 år";5.2
"20 år";9.9
"21 år";16.4
"22 år";23.2
"23 år";33.0
"24 år";47.9
"25 år";64.8
"26 år";84.0
"27 år";102.7
"28 år";117.3
"29 år";138.0
"30 år";140.6
"31 år";140.9
"32 år";138.5
"33 år";125.6
"34 år";113.9
"35 år";99.1
"36 år";80.7
"37 år";65.2
"38 år";54.1
"39 år";40.7
"40 år";32.1
"41 år";22.3
"42 år";13.8
"43 år";7.6
"44 år";4.4
"45 år";2.2
"46 år";1.2
"47 år";0.7
"48 år";0.4
"49 år";0.3
